年,月-期底,機構類型名稱,機構名稱,流通卡數-張,有效卡數-張,本月發卡數-張,本月停卡數-張,循環信用餘額-新臺幣百萬元,本月簽帳金額-新臺幣百萬元,本月預借現金金額-新臺幣百萬元,逾期帳款比率-%,備抵呆帳提足率-%,本月轉銷呆帳金額-新臺幣百萬元,循環信用利息收入-新臺幣百萬元,簽帳手續費收入-新臺幣百萬元,預借現金手續費-新臺幣百萬元,收單特約商店家數-家
110,5,本國銀行,永豐商業銀行#,2117362,1143720,15365,6488,4052,9066,94,0.14,902.58,12,52,127,2,12208
110,5,本國銀行,玉山商業銀行#,6475418,4494700,39298,18727,12479,35223,301,0.16,641.86,42,148,424,10,58393
110,5,本國銀行,凱基商業銀行#,362817,192385,4448,2312,1106,945,8,0.7,184.43,5,13,4,0,6263
110,5,本國銀行,星展(台灣)商業銀行,608911,315593,3482,5080,1345,2626,25,0.61,294.81,13,32,44,1,23
110,5,本國銀行,台新國際商業銀行#,5854447,4072757,47851,25898,10267,26088,125,0.16,906.62,22,110,310,11,160062
110,5,本國銀行,日盛國際商業銀行#,144104,92511,227,909,246,262,2,0.24,910.36,1,2,3,0,189
110,5,本國銀行,安泰商業銀行,123524,55150,395,422,204,314,0,0.36,265.1,4,2,4,0,2
110,5,本國銀行,中國信託商業銀行#,7535732,4852071,71291,32278,15839,34955,688,0.18,438.05,73,181,437,34,107939
110,5,信用卡公司,台灣樂天信用卡股份有限公司,598814,224792,1230,4971,502,844,6,1.24,203.38,1,10,14,0,0
110,5,信用卡公司,台灣美國運通國際(股)公司,173768,101661,1873,2107,243,2040,0,0.32,867.34,2,4,46,0,97561
110,5,信用卡公司,香港商台灣環滙亞太信用卡,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,7218
110,5,信用卡公司,財團法人聯合信用卡處理中心,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,92627
110,6,本國銀行,臺灣銀行#,226663,110295,1094,700,174,673,1,0.19,701.51,1,1,12,0,1541
110,6,本國銀行,臺灣土地銀行,340312,139946,1308,1901,367,629,1,0.23,1554.56,2,4,10,0,4196
110,6,本國銀行,合作金庫商業銀行#,614280,364054,9305,4094,763,2636,2,0.26,431.52,5,8,14,0,37607
110,6,本國銀行,第一商業銀行#,1367687,823236,11482,10276,1454,3961,9,0.06,2036.69,6,16,30,0,23388
110,6,本國銀行,華南商業銀行#,1016820,763363,8227,6669,998,3131,1,0.08,505.86,16,10,49,0,8534
110,6,本國銀行,彰化商業銀行,537815,225439,1926,2814,327,1243,1,0.33,591.63,0,4,18,0,10405
110,6,本國銀行,上海商業儲蓄銀行,480267,243152,1862,2097,573,923,4,0.19,1634.21,3,7,15,0,808
110,6,本國銀行,台北富邦銀行#,4047681,2693540,42514,19402,5606,24476,66,0.11,1142.47,25,60,303,2,14128
110,6,本國銀行,國泰世華商業銀行#,7244092,5147707,24258,23975,17358,37006,184,0.18,1261.57,49,200,258,6,75733
110,6,本國銀行,高雄銀行,16036,6393,28,96,13,144,0,0.31,333.57,0,0,0,0,890
110,6,本國銀行,兆豐國際商業銀行#,1031294,630499,6356,3124,1637,3316,9,0.25,687.86,5,19,47,1,2757
110,6,本國銀行,花旗(台灣)商業銀行,2851919,2151525,12896,20106,10620,12443,114,0.71,353.25,0,120,154,3,27565
110,6,本國銀行,臺灣中小企業銀行,196713,102024,829,1004,303,665,2,0.14,332.57,2,6,5,0,1137
110,6,本國銀行,渣打國際商業銀行,407159,277030,937,3414,1124,1990,3,0.19,1016.49,3,10,31,0,30
110,6,本國銀行,台中商業銀行,153806,78477,719,742,217,420,0,0.63,1065.55,2,3,7,0,613
110,6,本國銀行,滙豐(台灣)商業銀行,625270,429378,8575,8549,1889,3905,19,0.27,1683.5,6,22,50,1,0
110,6,本國銀行,華泰商業銀行,9163,4986,4,12,10,28,0,0.74,438.52,0,0,0,0,0
110,6,本國銀行,臺灣新光商業銀行#,941753,566832,7428,4956,1563,3631,7,0.17,242.74,5,20,43,0,7127
110,6,本國銀行,陽信商業銀行,115224,56055,875,574,186,331,0,0.28,488.84,2,2,1,0,2022
110,6,本國銀行,三信商業銀行,15230,10068,78,45,18,74,0,0.41,7929.19,0,0,0,0,0
110,6,本國銀行,聯邦商業銀行,2192196,1323492,9125,104177,5326,6896,46,0.17,163.21,13,55,94,1,38242
110,6,本國銀行,遠東國際商業銀行,1571331,1016554,2670,72899,3883,2919,103,0.29,100.62,12,77,27,1,10499
110,6,本國銀行,元大商業銀行#,1158232,563729,3364,4866,1263,3280,14,0.08,694.65,7,15,47,0,247
110,6,本國銀行,永豐商業銀行#,2122821,1139492,10983,5700,4060,8410,63,0.15,936.36,14,54,112,2,12412
110,6,本國銀行,玉山商業銀行#,6489112,4473471,32731,19037,12446,31615,226,0.17,656.16,39,149,380,10,58815
110,6,本國銀行,凱基商業銀行#,364972,192250,4231,2133,1110,801,5,0.74,188.34,6,13,5,0,6148
110,6,本國銀行,星展(台灣)商業銀行,609463,313021,1614,4782,1356,2289,19,0.74,210.4,11,31,39,1,23
110,6,本國銀行,台新國際商業銀行#,5867723,4048538,40384,27108,10307,23092,89,0.17,883.27,24,107,276,10,160372
110,6,本國銀行,日盛國際商業銀行#,143447,94627,197,854,247,223,2,0.34,878.01,0,2,3,0,189
110,6,本國銀行,安泰商業銀行,123621,54718,444,361,201,273,0,0.39,277.67,0,2,4,0,2
110,6,本國銀行,中國信託商業銀行#,7547978,4822670,45825,33579,16062,31163,484,0.2,440.68,72,173,418,33,107921
110,6,信用卡公司,台灣樂天信用卡股份有限公司,598485,217594,1039,4610,507,762,4,1.42,186.72,1,10,13,0,0
110,6,信用卡公司,台灣美國運通國際(股)公司,172250,99013,832,2350,245,1955,0,0.33,861.96,3,4,40,0,97726
110,6,信用卡公司,香港商台灣環滙亞太信用卡,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,7242
110,6,信用卡公司,財團法人聯合信用卡處理中心,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,92312
110,7,本國銀行,臺灣銀行#,227461,110383,1401,867,170,1123,1,0.07,1612.57,1,2,13,0,1548
110,7,本國銀行,臺灣土地銀行,339889,138603,1513,2020,352,815,1,0.38,830.54,1,3,8,0,4117
110,7,本國銀行,合作金庫商業銀行#,616132,364847,6242,4593,737,5494,2,0.14,442.59,4,7,16,0,37642
110,7,本國銀行,第一商業銀行#,1371656,826286,12737,11793,1411,5230,7,0.05,2027.43,5,15,37,0,23627
110,7,本國銀行,華南商業銀行#,1018385,761510,10154,7908,961,5068,1,0.1,490.76,0,9,54,0,8565
110,7,本國銀行,彰化商業銀行,559341,233533,25266,3676,268,2342,1,0.1,894.77,3,4,18,0,10436
110,7,本國銀行,上海商業儲蓄銀行,481582,243751,3033,2217,554,1378,4,0.16,1804.24,3,7,16,0,789
110,7,本國銀行,台北富邦銀行#,4053299,2705117,43368,37750,5493,27628,70,0.1,1190.53,25,58,279,2,14403
110,7,本國銀行,國泰世華商業銀行#,7254999,5139785,37021,26114,16987,47102,191,0.15,1286.72,42,191,259,5,76293
110,7,本國銀行,高雄銀行,16034,6154,70,80,13,187,0,0.3,274.49,0,0,0,0,888
110,7,本國銀行,兆豐國際商業銀行#,1034648,626145,7224,3870,1618,7058,9,0.16,784.7,5,18,55,0,2783
110,7,本國銀行,花旗(台灣)商業銀行,2839718,2134422,16126,32160,9828,17330,121,0.78,310.92,0,110,179,3,26953
110,7,本國銀行,臺灣中小企業銀行,196287,101027,489,915,302,873,2,0.1,330.27,2,5,5,0,1156
110,7,本國銀行,渣打國際商業銀行,403994,272510,896,3668,1079,2440,3,0.18,903.15,4,13,32,0,30
110,7,本國銀行,台中商業銀行,154351,77634,1126,917,206,488,0,0.34,1440.73,2,3,5,0,609
110,7,本國銀行,滙豐(台灣)商業銀行,626616,428531,9224,7878,1842,4973,21,0.23,1770.3,6,21,57,0,0
110,7,本國銀行,華泰商業銀行,9137,4987,5,31,10,35,0,0.71,422.34,0,0,1,0,0
110,7,本國銀行,臺灣新光商業銀行#,944481,566292,7937,5209,1518,4437,5,0.15,241.17,6,20,48,0,7125
110,7,本國銀行,陽信商業銀行,115013,56145,932,698,179,347,0,0.38,432.44,0,3,1,0,2097
110,7,本國銀行,三信商業銀行,15338,10078,183,45,18,94,0,0.29,8762.26,0,0,1,0,0
110,7,本國銀行,聯邦商業銀行,2192207,1307556,15824,15813,5160,8381,48,0.16,164.76,13,49,99,1,38590
110,7,本國銀行,遠東國際商業銀行,1569002,998751,2773,5251,3768,3835,105,0.25,103.16,11,72,35,0,10538
110,7,本國銀行,元大商業銀行#,1158437,558567,3281,7588,1255,4041,13,0.07,700.71,5,14,50,0,245
110,7,本國銀行,永豐商業銀行#,2133392,1143795,16619,6289,3998,11785,64,0.13,925.56,10,51,131,2,12754
110,7,本國銀行,玉山商業銀行#,6510578,4467646,45213,23747,12283,53650,245,0.14,637.7,34,136,406,7,64254
110,7,本國銀行,凱基商業銀行#,366954,192204,4009,2010,1098,1152,6,0.67,187.22,5,12,7,0,6387
110,7,本國銀行,星展(台灣)商業銀行,608124,309883,2144,4599,1315,3142,18,0.7,225.86,9,32,40,1,23
110,7,本國銀行,台新國際商業銀行#,5900962,4036717,56248,23009,9899,41518,103,0.15,844.93,22,107,300,9,161386
110,7,本國銀行,日盛國際商業銀行#,142902,93824,215,760,238,270,2,0.26,933.42,1,2,3,0,187
110,7,本國銀行,安泰商業銀行,123660,54179,417,415,198,291,0,0.4,302.19,0,2,4,0,2
110,7,本國銀行,中國信託商業銀行#,7580563,4815512,63302,30717,15297,69981,503,0.12,436.14,79,164,418,31,107528
110,7,信用卡公司,台灣樂天信用卡股份有限公司,600218,213381,1289,3981,492,786,4,1.55,157.49,1,9,13,0,0
110,7,信用卡公司,台灣美國運通國際(股)公司,170702,96367,944,2492,220,2105,0,0.28,952.29,3,1,47,0,97805
110,7,信用卡公司,香港商台灣環滙亞太信用卡,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,7269
110,7,信用卡公司,財團法人聯合信用卡處理中心,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,92535
110,8,本國銀行,臺灣銀行#,228497,110423,1778,1262,170,644,1,0.13,1158.1,0,2,15,0,1568
110,8,本國銀行,臺灣土地銀行,339953,138289,1638,1809,349,752,1,0.28,1164.46,3,4,10,0,4126
110,8,本國銀行,合作金庫商業銀行#,619105,364353,6917,4080,752,3030,2,0.15,495.41,4,7,23,0,37660
110,8,本國銀行,第一商業銀行#,1380226,831407,15096,9853,1401,4663,7,0.05,1988.38,5,15,43,0,23958
110,8,本國銀行,華南商業銀行#,1019965,763451,9778,7851,949,4171,1,0.15,421.97,0,9,61,0,8608
110,8,本國銀行,彰化商業銀行,570270,246921,14427,3456,313,1488,1,0.22,606.32,1,4,21,0,10580
110,8,本國銀行,上海商業儲蓄銀行,442246,229846,3662,43591,543,1121,5,0.15,1837.05,2,7,18,0,786
110,8,本國銀行,台北富邦銀行#,4065233,2725020,37324,25390,5526,24554,71,0.09,1280.59,25,57,286,2,14550
110,8,本國銀行,國泰世華商業銀行#,7382598,5192743,164347,36748,17032,41471,191,0.14,1336.47,36,189,397,5,85884
110,8,本國銀行,高雄銀行,15970,5957,68,132,13,157,0,0.35,262.66,0,0,0,0,885
110,8,本國銀行,兆豐國際商業銀行#,1039909,620342,9326,4065,1624,3342,9,0.21,769.18,5,18,58,0,2958
110,8,本國銀行,花旗(台灣)商業銀行,2837588,2125228,17387,25063,9636,16228,119,0.53,429.0,121,111,205,3,26022
110,8,本國銀行,臺灣中小企業銀行,195842,100519,344,789,301,737,2,0.1,332.54,1,5,7,0,1159
110,8,本國銀行,渣打國際商業銀行,400254,269122,1054,4453,1068,2417,4,0.19,959.27,4,10,36,0,30
110,8,本國銀行,台中商業銀行,155462,77222,1719,777,207,498,0,0.38,1397.75,1,3,5,0,603
110,8,本國銀行,滙豐(台灣)商業銀行,627598,429426,7888,6906,1815,4663,22,0.22,1710.33,5,21,62,0,0
110,8,本國銀行,華泰商業銀行,9111,4932,4,30,10,34,0,0.39,473.87,0,0,0,0,0
110,8,本國銀行,臺灣新光商業銀行#,948260,569785,9523,5744,1514,4134,6,0.12,242.29,7,19,57,0,7137
110,8,本國銀行,陽信商業銀行,114949,56238,637,834,177,323,0,0.59,269.25,0,2,3,0,2141
110,8,本國銀行,三信商業銀行,15506,10204,272,60,18,89,0,0.25,9407.43,0,0,1,0,0
110,8,本國銀行,聯邦商業銀行,2196076,1295590,14998,11129,5179,8439,50,0.15,167.88,12,50,105,1,39419
110,8,本國銀行,遠東國際商業銀行,1569110,986577,6285,6302,3735,3925,112,0.26,103.18,10,70,39,1,10538
110,8,本國銀行,元大商業銀行#,1157635,553946,3229,8821,1217,3832,15,0.08,673.11,5,14,54,0,240
110,8,本國銀行,永豐商業銀行#,2139947,1149466,13048,6842,3951,9986,70,0.13,940.52,10,50,138,2,12816
110,8,本國銀行,玉山商業銀行#,6534077,4460909,45847,22348,12203,37199,233,0.15,641.88,40,138,459,8,64780
110,8,本國銀行,凱基商業銀行#,370219,193061,5397,2197,1087,895,7,0.65,185.5,7,12,3,0,6647
110,8,本國銀行,星展(台灣)商業銀行,607599,308680,3825,5443,1297,2663,20,0.68,247.68,14,30,44,1,23
110,8,本國銀行,台新國際商業銀行#,5928080,4044534,53476,26358,9856,28014,126,0.16,832.0,26,102,333,9,162298
110,8,本國銀行,日盛國際商業銀行#,142080,91319,203,1025,232,279,2,0.19,1001.57,1,2,3,0,185
110,8,本國銀行,安泰商業銀行,123578,53857,361,452,196,329,0,0.19,371.83,5,2,4,0,2
110,8,本國銀行,中國信託商業銀行#,7623402,4829611,83992,41153,15100,37779,540,0.12,460.86,66,160,476,32,107819
110,8,信用卡公司,台灣樂天信用卡股份有限公司,598935,211204,1198,4142,493,882,5,1.58,139.02,1,9,15,0,0
110,8,信用卡公司,台灣美國運通國際(股)公司,169611,94646,1344,2435,230,2470,0,0.24,986.51,2,2,55,0,97839
110,8,信用卡公司,香港商台灣環滙亞太信用卡,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,7220
110,8,信用卡公司,財團法人聯合信用卡處理中心,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,92889
110,9,本國銀行,臺灣銀行#,230218,110749,2360,869,167,672,0,0.08,1670.86,0,1,16,0,1621
110,9,本國銀行,臺灣土地銀行,344964,137050,6477,1706,351,734,1,0.27,1267.0,2,3,10,0,4146
110,9,本國銀行,合作金庫商業銀行#,623544,363374,8768,4448,752,2967,2,0.13,560.54,4,8,19,0,37797
110,9,本國銀行,第一商業銀行#,1391351,831719,17880,9584,1429,4714,8,0.03,2386.26,6,15,42,0,24329
110,9,本國銀行,華南商業銀行#,1035364,769360,22721,6888,975,4640,1,0.05,576.14,14,9,64,0,8736
110,9,本國銀行,彰化商業銀行,574307,251323,7124,2951,321,1481,1,0.18,717.55,2,4,21,0,10726
110,9,本國銀行,上海商業儲蓄銀行,443946,229998,3267,2058,551,1303,5,0.14,2022.88,2,7,19,0,801
110,9,本國銀行,台北富邦銀行#,4085717,2728250,36429,15945,5629,23963,73,0.08,1468.58,24,55,287,2,14916
110,9,本國銀行,國泰世華商業銀行#,7489841,5263560,183383,76140,17471,41602,189,0.1,1454.85,37,194,461,5,85368
110,9,本國銀行,高雄銀行,15927,5709,31,72,12,186,0,0.16,389.1,0,0,1,0,892
110,9,本國銀行,兆豐國際商業銀行#,1045554,620130,9264,3619,1658,3385,9,0.22,639.68,3,18,53,0,3129
110,9,本國銀行,花旗(台灣)商業銀行,2829579,2108265,18642,30929,9937,16466,110,0.47,459.97,41,109,209,3,25224
110,9,本國銀行,臺灣中小企業銀行,195442,99680,370,770,301,764,1,0.11,322.69,1,5,7,0,1166
110,9,本國銀行,渣打國際商業銀行,396420,264596,1260,4708,1066,2381,4,0.17,976.32,4,12,37,0,30
110,9,本國銀行,台中商業銀行,156539,77183,1657,719,206,546,0,0.37,1372.99,1,3,6,0,607
110,9,本國銀行,滙豐(台灣)商業銀行,629002,429807,7307,5903,1811,4872,19,0.17,2158.11,5,22,65,0,0
110,9,本國銀行,華泰商業銀行,9101,4891,8,18,9,34,0,0.52,449.56,0,0,0,0,0
110,9,本國銀行,臺灣新光商業銀行#,952341,567029,9656,5575,1520,3738,4,0.08,248.0,6,19,57,0,13657
110,9,本國銀行,陽信商業銀行,115835,55790,1630,826,180,341,0,0.67,311.12,0,2,3,0,2216
110,9,本國銀行,三信商業銀行,15625,10343,198,47,18,100,0,0.33,8430.02,0,0,1,0,0
110,9,本國銀行,聯邦商業銀行,2207397,1289698,21751,10430,5228,8542,54,0.14,167.96,11,51,114,1,39789
110,9,本國銀行,遠東國際商業銀行,1571458,972884,8105,5881,3747,3924,106,0.25,103.76,10,70,37,1,10538
110,9,本國銀行,元大商業銀行#,1159146,551172,4019,4765,1220,3954,17,0.08,609.67,3,14,55,0,237
110,9,本國銀行,永豐商業銀行#,2146678,1148762,12399,5928,3951,10044,71,0.13,937.58,9,51,137,2,13033
110,9,本國銀行,玉山商業銀行#,6559993,4471779,48022,22106,12340,34906,233,0.15,678.8,41,139,437,8,58755
110,9,本國銀行,凱基商業銀行#,372235,192523,4078,2092,1094,992,6,0.59,187.37,5,12,7,0,6773
110,9,本國銀行,星展(台灣)商業銀行,608554,309322,7346,5143,1295,2956,20,0.5,396.37,14,29,48,1,23
110,9,本國銀行,台新國際商業銀行#,5957656,4046445,54463,24887,9938,28430,117,0.14,858.83,25,99,338,9,163256
110,9,本國銀行,日盛國際商業銀行#,141338,95739,215,957,234,292,2,0.25,935.34,0,2,3,0,185
110,9,本國銀行,安泰商業銀行,123613,53973,429,416,192,339,0,0.27,382.23,0,2,5,0,2
110,9,本國銀行,中國信託商業銀行#,7670253,4821988,80461,33610,15006,38100,529,0.09,498.35,56,159,481,32,108325
110,9,信用卡公司,台灣樂天信用卡股份有限公司,599069,205874,928,3883,500,844,5,1.56,141.93,1,9,14,0,0
110,9,信用卡公司,台灣美國運通國際(股)公司,169017,92829,1928,2522,206,2713,1,0.25,994.87,2,1,62,0,97796
110,9,信用卡公司,香港商台灣環滙亞太信用卡,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,7245
110,9,信用卡公司,財團法人聯合信用卡處理中心,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,93339
110,10,本國銀行,臺灣銀行#,231864,112109,2372,1142,165,655,1,0.08,1599.86,0,1,17,0,1686
110,10,本國銀行,臺灣土地銀行,348945,139480,5977,1780,356,740,1,0.21,1316.82,2,3,10,0,4171
110,10,本國銀行,合作金庫商業銀行#,628790,368336,10577,5515,768,2955,2,0.22,439.08,0,7,21,0,38221
110,10,本國銀行,第一商業銀行#,1400364,834784,16383,10584,1453,4822,7,0.03,2359.85,5,15,44,0,24814
110,10,本國銀行,華南商業銀行#,1038780,777920,11542,7482,985,4150,1,0.09,523.43,0,9,66,0,8896
110,10,本國銀行,彰化商業銀行,572862,250856,4961,3196,262,1438,1,0.18,754.58,0,4,21,0,10962
110,10,本國銀行,上海商業儲蓄銀行,445330,230135,2516,1763,558,1220,4,0.14,1921.79,1,7,18,0,829
110,10,本國銀行,台北富邦銀行#,4122390,2745415,54266,17593,5712,23218,76,0.06,1919.98,23,58,296,2,14950
110,10,本國銀行,國泰世華商業銀行#,7537472,5302993,103914,56283,17690,38005,201,0.11,1473.46,31,190,332,5,85572
110,10,本國銀行,高雄銀行,15879,5663,29,79,13,172,0,0.17,361.75,0,0,1,0,895
110,10,本國銀行,兆豐國際商業銀行#,1049834,624845,8432,4152,1695,3550,9,0.23,582.12,5,20,60,0,3242
110,10,本國銀行,花旗(台灣)商業銀行,2830883,2082921,17209,19514,10072,17387,120,0.51,400.69,0,113,227,3,25000
110,10,本國銀行,臺灣中小企業銀行,192434,100016,330,3338,298,789,2,0.11,322.42,1,4,7,0,1169
110,10,本國銀行,渣打國際商業銀行,393311,261271,1369,4171,1069,2264,4,0.16,996.89,4,11,35,0,30
110,10,本國銀行,台中商業銀行,157584,76883,1673,863,210,500,0,0.3,1603.85,1,3,5,0,614
110,10,本國銀行,滙豐(台灣)商業銀行,629620,428813,7264,6646,1824,4747,19,0.17,2172.27,5,22,68,0,0
110,10,本國銀行,華泰商業銀行,9090,4823,6,17,10,33,0,0.2,496.11,0,0,0,0,0
110,10,本國銀行,臺灣新光商業銀行#,957761,565315,10618,5198,1540,3654,5,0.13,246.85,0,20,68,0,13684
110,10,本國銀行,陽信商業銀行,116693,55138,1531,897,174,304,0,0.35,504.0,3,2,3,0,2225
110,10,本國銀行,三信商業銀行,15895,10469,325,35,17,100,0,0.3,8926.5,0,0,1,0,0
110,10,本國銀行,聯邦商業銀行,2217729,1285380,20891,10559,5186,8631,50,0.13,174.73,10,50,119,1,40007
110,10,本國銀行,遠東國際商業銀行,1575535,963536,11234,7265,3806,4063,112,0.25,103.95,9,70,44,1,10538
110,10,本國銀行,元大商業銀行#,1166787,549656,11025,6238,1228,3708,15,0.08,618.54,2,14,53,0,235
110,10,本國銀行,永豐商業銀行#,2153038,1148623,11813,6626,4001,9244,75,0.13,945.33,8,49,134,2,13264
110,10,本國銀行,玉山商業銀行#,6586884,4485535,49247,22356,12470,36834,243,0.12,737.5,47,138,473,8,59025
110,10,本國銀行,凱基商業銀行#,373981,191582,3791,2081,1102,899,6,0.57,188.79,5,12,6,0,6649
110,10,本國銀行,星展(台灣)商業銀行,612949,311872,9576,5280,1300,2956,22,0.47,411.47,8,31,49,1,23
110,10,本國銀行,台新國際商業銀行#,5991535,4043440,59288,25409,9997,28381,113,0.11,992.33,29,103,364,8,164257
110,10,本國銀行,日盛國際商業銀行#,140659,93855,246,925,231,248,1,0.2,965.25,0,2,3,0,176
110,10,本國銀行,安泰商業銀行,123622,53578,371,404,192,313,0,0.24,404.48,0,2,4,0,2
110,10,本國銀行,中國信託商業銀行#,7727505,4835629,84040,26788,15072,37668,535,0.08,516.75,40,171,505,33,108745
110,10,信用卡公司,台灣樂天信用卡股份有限公司,600875,203165,1156,3735,512,780,5,1.63,135.22,1,9,13,0,0
110,10,信用卡公司,台灣美國運通國際(股)公司,169231,91903,2338,2124,228,2823,0,0.26,935.07,3,2,64,0,97208
110,10,信用卡公司,香港商台灣環滙亞太信用卡,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,7243
110,10,信用卡公司,財團法人聯合信用卡處理中心,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,93672
110,11,本國銀行,臺灣銀行#,233490,113526,2700,1358,164,776,1,0.06,1814.78,0,2,19,0,1732
110,11,本國銀行,臺灣土地銀行,352237,142038,4836,1955,352,872,1,0.24,1327.44,1,3,12,0,5003
110,11,本國銀行,合作金庫商業銀行#,634411,375449,9919,4542,764,3251,2,0.13,551.27,6,8,16,0,38859
110,11,本國銀行,第一商業銀行#,1413009,838798,19843,10706,1474,5512,8,0.04,2212.84,4,16,56,0,25467
110,11,本國銀行,華南商業銀行#,1039706,783501,9498,7611,972,4443,1,0.12,481.08,0,9,71,0,9140
110,11,本國銀行,彰化商業銀行,568155,253182,3107,4246,317,1657,1,0.17,729.62,2,4,25,0,11100
110,11,本國銀行,上海商業儲蓄銀行,446153,230136,1964,1700,562,1328,5,0.1,2445.43,2,7,22,0,872
110,11,本國銀行,台北富邦銀行#,4169566,2797359,63999,16823,5745,28910,84,0.05,2302.98,17,56,353,2,15010
110,11,本國銀行,國泰世華商業銀行#,7572016,5373796,75855,41311,17784,50391,219,0.09,1513.06,24,188,381,5,88649
110,11,本國銀行,高雄銀行,15815,5584,26,90,14,188,0,0.11,505.68,0,0,1,0,889
110,11,本國銀行,兆豐國際商業銀行#,1053412,628442,7500,3922,1704,3967,11,0.2,646.35,6,20,65,0,3333
110,11,本國銀行,花旗(台灣)商業銀行,2826193,2085973,18593,27768,9728,18761,117,0.35,521.93,78,111,244,3,25050
110,11,本國銀行,臺灣中小企業銀行,191251,99887,296,1479,295,818,2,0.11,311.95,1,4,7,0,1207
110,11,本國銀行,渣打國際商業銀行,390455,259297,1447,4171,1061,2668,4,0.15,997.78,4,11,41,0,30
110,11,本國銀行,台中商業銀行,159017,77170,2325,1055,209,563,0,0.32,1582.09,1,3,8,0,595
110,11,本國銀行,滙豐(台灣)商業銀行,630224,428355,6844,6240,1814,5549,24,0.13,2411.2,5,22,75,1,0
110,11,本國銀行,華泰商業銀行,9075,4832,4,19,9,37,0,0.0,537.55,0,0,0,0,0
110,11,本國銀行,臺灣新光商業銀行#,963288,571638,9929,4402,1534,4842,7,0.12,243.51,4,19,76,0,13683
110,11,本國銀行,陽信商業銀行,116750,54793,854,1001,177,349,0,0.53,550.01,0,2,3,0,2207
110,11,本國銀行,三信商業銀行,16157,10707,335,53,17,100,0,0.42,7810.56,0,0,1,0,0
110,11,本國銀行,聯邦商業銀行,2238082,1285011,30439,10086,5258,9306,51,0.12,178.91,10,52,130,1,40240
110,11,本國銀行,遠東國際商業銀行,1579888,975814,12208,7925,3766,4897,118,0.26,104.03,8,71,59,1,10551
110,11,本國銀行,元大商業銀行#,1176095,552044,12783,6783,1218,4403,18,0.08,621.78,4,15,64,0,236
110,11,本國銀行,永豐商業銀行#,2162649,1155943,15518,6296,3994,10913,75,0.12,979.76,8,51,158,2,13506
110,11,本國銀行,玉山商業銀行#,6608027,4495978,40300,19157,12290,40710,256,0.1,808.56,46,141,556,9,49637
110,11,本國銀行,凱基商業銀行#,374909,191162,3186,2309,1103,981,7,0.53,199.56,6,13,7,0,6705
110,11,本國銀行,星展(台灣)商業銀行,620072,317527,4936,4613,1285,3445,20,0.46,422.42,11,28,58,1,23
110,11,本國銀行,台新國際商業銀行#,6034814,4067702,68599,25320,9945,32744,165,0.09,1124.46,23,100,422,8,162621
110,11,本國銀行,日盛國際商業銀行#,139853,90402,263,1069,230,282,1,0.2,954.58,0,2,4,0,175
110,11,本國銀行,安泰商業銀行,123651,53694,446,414,189,352,0,0.1,469.55,2,2,5,0,2
110,11,本國銀行,中國信託商業銀行#,7775188,4870287,90194,42511,15017,44668,594,0.08,508.28,34,165,613,35,109335
110,11,信用卡公司,台灣樂天信用卡股份有限公司,599591,202483,1247,4563,522,1021,6,1.56,129.15,1,10,18,0,0
110,11,信用卡公司,台灣美國運通國際(股)公司,169620,93650,2654,2265,225,3363,0,0.21,956.13,1,2,75,0,96642
110,11,信用卡公司,香港商台灣環滙亞太信用卡,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,7227
110,11,信用卡公司,財團法人聯合信用卡處理中心,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,93730
110,12,本國銀行,臺灣銀行#,234262,117109,2034,1597,166,810,1,0.08,1143.05,0,1,19,0,1798
110,12,本國銀行,臺灣土地銀行,356812,146964,6621,2016,354,915,1,0.25,1200.78,2,3,14,0,5830
110,12,本國銀行,合作金庫商業銀行#,637661,383618,9184,6184,775,3647,2,0.17,476.11,3,7,21,0,39194
110,12,本國銀行,第一商業銀行#,1413713,848636,13582,15953,1503,5366,8,0.06,1872.86,5,16,49,0,25970
110,12,本國銀行,華南商業銀行#,1036971,787374,5784,7657,992,4577,1,0.04,655.36,10,9,75,0,9214
110,12,本國銀行,彰化商業銀行,562961,255471,1685,3384,258,1686,1,0.14,790.04,0,4,28,0,11220
110,12,本國銀行,上海商業儲蓄銀行,446785,231669,1719,1610,566,1443,5,0.13,2098.03,1,7,22,0,895
110,12,本國銀行,台北富邦銀行#,4241447,2837461,90057,18176,5818,32061,88,0.05,2110.65,13,61,344,2,15143
110,12,本國銀行,國泰世華商業銀行#,7604456,5431713,70194,37754,17985,50894,204,0.08,1528.68,21,194,364,5,88929
110,12,本國銀行,高雄銀行,15753,5551,20,82,14,150,0,0.04,1337.6,0,0,1,0,899
